Année,Code Sandre de l'ouvrage ,Nom de l'ouvrage,Commentaire,Code alternatif de l'ouvrage,Origine du code alternatif,Département,Code INSEE,Commune,Code INSEE déclaré,Lieu dit,Début,Fin,Volume (m3),Code usage BNPE,Libellé usage BNPE,Code de l'usage déclaré,Usage déclaré,Type d'eau,Longitude,Latitude,Précision de la localisation,Mode d'obtention du volume,Code du statut du volume d'eau,Libellé du statut du volume d'eau,Code de qualification du volume d'eau,Libellé de qualification du volume d'eau,Date de début d'exploitation d'un ouvrage de prélèvement,Date de fin d'exploitation d'un ouvrage de prélèvement,Nature du point de prélèvement,Code BSS,Code de la zone hydrographique,Nom de la zone hydrographique,Code entité hydrographique cours d'eau,Code entité hydrographique plan d'eau,Plan d'eau non référencé,Information complémentaire de la ressource en eau,Code BDRHFV1,Libellé entité hydrologique BDRHFV1,Code BDLISA,Libellé entité hydrologique BDLISA,Code de la mer,Libellé de la mer
2022,OPR0000276813,Mont béni SOMES,,ODP-0114,OEMAR,972,97218,MORNE-ROUGE,97218,,31/12/2021,30/12/2022,27296,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",8,EMBOUTEILLAGE,SOUT,-67.48929144601344,1.3308409063005628E-4,1,EST,0,Non qualifié,1,Correcte,31/12/1899,,F,,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000493792,Rivière Blanche - SIBAN Station STA - 48,,ODP-0355,OEMAR,972,97224,SAINT-JOSEPH,97224,,31/12/2021,30/12/2022,26320,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929057041268,1.3227536004941794E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2401,,24010520,,non,,,,,,,
2022,OPR0000276762,N°19 Retenue Rivière Lorrain - Habitation ASSIER,,ODP-A021,OEMAR,972,97214,LORRAIN,97214,,31/12/2021,30/12/2022,23217,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929106124018,1.3382064845081061E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2208,,22080120,,non,,,,,,,
2022,OPR0000276772,Rivière Lézarde - SARL RIVIERE LEZARDE,,ODP-0279,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,21515,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929022818818,1.3197073994287593E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000276818,Rivière Lézarde,,ODP-0061,OEMAR,972,97214,LORRAIN,97214,,31/12/2021,30/12/2022,17085,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929028981709,1.3213736375475939E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000604674,Rivière de Sainte Marie - 3 Mornes,,ODP-0361,OEMAR,972,97228,SAINTE-MARIE,97228,,31/12/2021,30/12/2022,16936,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929047755287,1.3297556344640292E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,,,,,non,,,,,,,
2022,OPR0000276760,Rivière Lézarde - Habitation BOCHET,,ODP-A110,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,15037,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929034134922,1.3225934169185753E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000276770,Rivière Lézarde SARl PETIT MORNE  P3,,ODP-0248,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,13877,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929020713452,1.3184914983306164E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2523,,25230130,,non,,,,,,,
2022,OPR0000276780,Petite rivière Lézarde - UNION SARL,,ODP-0243,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,12462,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929015140962,1.3194698293887613E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2523,,25330750,,non,,,,,,,
2022,OPR0000276776,Rivière Lézarde - SARL SOUDON,,ODP-0032,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,12346,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929029839084,1.3210823119129216E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000276730,L'Or,,ODP-0262,OEMAR,972,97209,FORT-DE-FRANCE,97209,,31/12/2021,30/12/2022,11903,AEP,EAU POTABLE,5,AEP,CONT,-61.07049743596134,14.649201432964205,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2411,,24110650,,non,,,,,,,
2022,OPR0000276799,Rivière LA DIGUE,,ODP-B097,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,10159,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4B,Industrie hors agro-alim,CONT,-67.48929195844705,1.3311940136556674E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2001,,20010300,,non,,,,,,,
2022,OPR0000276740,Rivière Lézarde - HANGAR DESIRADE SARL,,ODP-B001,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,6000,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929023975424,1.3203838520835524E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000604675,Rivière de Sainte Marie - 3 Pointes,,ODP-0362,OEMAR,972,97228,SAINTE-MARIE,97228,,31/12/2021,30/12/2022,5729,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929061753711,1.3304444163601522E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,,,,,non,,,,,,,
2022,OPR0000276798,Rivière LA DIGUE,,ODP-A097,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,5625,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4B,Industrie hors agro-alim,CONT,-67.48929195844705,1.3311940136556674E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2001,,20010300,,non,,,,,,,
2022,OPR0000276791,Source Rivière Roche -EARL LES SERRES DE PREVILLE 07203740,,ODP-0351,OEMAR,972,97215,MACOUBA,97215,,31/12/2021,30/12/2022,4515,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),SOUT,-67.4892916708457,1.3390741466798257E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,,,,,non,,,,972AC05,Andésites de l'édifice initial du Mont Conil,,
2022,OPR0000276765,Rivière Saint Pierre - Habitation PERINELLE,,ODP-0023,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,4377,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929196760315,1.3311545088026767E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2001,,20010280,,non,,,,,,,
2022,OPR0000276775,Rivière du Galion - Banane du Malgre tout Hangar,,ODP-0231,OEMAR,972,97230,TRINITE,97230,,31/12/2021,30/12/2022,4242,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929011818981,1.326703543784929E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2224,,22240330,,non,,,,,,,
2022,OPR0000276757,Rivière Lézarde N°1,,ODP-A015,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,3916,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929023975424,1.3203838520835524E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000276792,Source Rivière Roche -EARL LES SERRES DE PREVILLE 07751019,,ODP-A351,OEMAR,972,97215,MACOUBA,97215,,31/12/2021,30/12/2022,3778,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),SOUT,-67.4892916708457,1.3390741466798257E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,,,,,non,,,,972AC05,Andésites de l'édifice initial du Mont Conil,,
2022,OPR0000276794,Source Rivière Roche -EARL LES SERRES DE PREVILLE 07751020,,ODP-C351,OEMAR,972,97215,MACOUBA,97215,,31/12/2021,30/12/2022,3777,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),SOUT,-67.4892916708457,1.3390741466798257E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,,,,,non,,,,972AC05,Andésites de l'édifice initial du Mont Conil,,
2022,OPR0000276779,Rivière Bochette - UNION SARL,,ODP-B035,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,3767,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929020327321,1.319432669494022E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2523,,25230130,,non,,,,,,,
2022,OPR0000276815,Rivière Trinité - BANANDES DU GALION Hangar,,ODP-B029,OEMAR,972,97230,TRINITE,97230,,31/12/2021,30/12/2022,3644,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48928996155084,1.3270570131433218E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2225,,22251790,,non,,,,,,,
2022,OPR0000276781,Petite rivière Lézarde - UNION SARL,,ODP-0244,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,2891,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929014928184,1.3188184505625534E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2523,,25330750,,non,,,,,,,
2022,OPR0000276758,Rivière Lézarde N°2,,ODP-B015,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,2216,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929034134922,1.3225934169185753E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000276759,Rivière Lézarde Hangar,,ODP-C015,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,1645,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929034490592,1.3221315350250818E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000276761,Rivière Lézarde - Habitation BOCHET,,ODP-B110,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,1577,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.4892903333757,1.321636461881144E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000276793,Source Rivière Roche -EARL LES SERRES DE PREVILLE 196553,,ODP-B351,OEMAR,972,97215,MACOUBA,97215,,31/12/2021,30/12/2022,1387,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),SOUT,-67.4892916708457,1.3390741466798257E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,,,,,non,,,,972AC05,Andésites de l'édifice initial du Mont Conil,,
2022,OPR0000276771,Rivière Lézarde SARl PETIT MORNE  P0,,ODP-0118,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,1090,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.4892902178853,1.3180601920849248E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2541,,25411480,,non,,,,,,,
2022,OPR0000276820,Source du Mont Vert -  ASA MONT VERT Hangar,,ODP-B088,OEMAR,972,97222,ROBERT,97222,,31/12/2021,30/12/2022,1039,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.4892900128052,1.3251734982182542E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2226,,22260280,,non,,,,,,,
2022,OPR0000276786,Rivière La Manche - EARL RIVIERE LA MANCHE Hangar,,ODP-B104,OEMAR,972,97207,DUCOS,97207,,31/12/2021,30/12/2022,984,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929002487272,1.3120946013826462E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2803,,28030650,,non,,,,,,,
2022,OPR0000276795,Source Rivière Roche -EARL LES SERRES DE PREVILLE 07751018,,ODP-D351,OEMAR,972,97215,MACOUBA,97215,,31/12/2021,30/12/2022,877,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),SOUT,-67.4892916708457,1.3390741466798257E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,,,,,non,,,,972AC05,Andésites de l'édifice initial du Mont Conil,,
2022,OPR0000276800,Rivière LA DIGUE,,ODP-C097,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4B,Industrie hors agro-alim,CONT,-67.48929195844705,1.3311940136556674E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2001,,20010300,,non,,,,,,,
2022,OPR0000276804,Rivière pilote,,ODP-0230,OEMAR,972,97220,RIVIERE-PILOTE,97220,,31/12/2021,30/12/2022,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4A,Agro-alimentaire,CONT,-67.48928955077186,1.3085083207311541E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2812,,28120420,,non,,,,,,,
2022,OPR0000276774,Rivière du Galion - Banane du Malgre tout,,ODP-0030,OEMAR,972,97230,TRINITE,97230,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929006618289,1.3271169015620086E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2223,,22231010,,non,,,,,,,
2022,OPR0000276717,Essente,,ODP-0275,OEMAR,972,97218,MORNE-ROUGE,97218,,31/12/2021,30/12/2022,0,AEP,EAU POTABLE,5,AEP,CONT,-61.12185325461485,14.769544323206384,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2328,,23280320,,non,,,,,,,
2022,OPR0000276768,Rivière Lézarde SARl PETIT MORNE  P1,,ODP-0246,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929020849629,1.3184316097179013E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2541,,25411480,,non,,,,,,,
2022,OPR0000591074,Source Potiche,,ODP-0360,OEMAR,972,97215,MACOUBA,97215,,31/12/2021,30/12/2022,0,AEP,EAU POTABLE,5,AEP,SOUT,-61.15284944092275,14.847460844106994,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1166ZZ0020,,,,,non,,,,,,,
2022,OPR0000276788,Source Affluent Rivière du Galion - SARL BAGATELLE,,ODP-0232,OEMAR,972,97212,GROS-MORNE,97212,,31/12/2021,30/12/2022,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),SOUT,-67.4892902322109,1.327719665689061E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,,,,,non,,,,972AG17,Laves de Vert Pré et du François,,
2022,OPR0000276810,Rivière Dumauzé SEMDD,,ODP-0111,OEMAR,972,97209,FORT-DE-FRANCE,97209,,31/12/2021,30/12/2022,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",8,EMBOUTEILLAGE,CONT,-67.4892912149045,1.322393275526534E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2301,,23010580,,non,,,,,,,
2022,OPR0000276817,Rivière lézarde,,ODP-0031,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929034490592,1.3221315350250818E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000276773,Rivière Trinité - BANANDES DU GALION,,ODP-A029,OEMAR,972,97230,TRINITE,97230,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48928996023388,1.327068738325452E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2225,,22251790,,non,,,,,,,
2022,OPR0000276802,Rivière pilote,,ODP-0228,OEMAR,972,97220,RIVIERE-PILOTE,97220,,31/12/2021,30/12/2022,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4A,Agro-alimentaire,CONT,-67.48928955077186,1.3085083207311541E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2812,,28120420,,non,,,,,,,
2022,OPR0000276732,Pécoul FR1 bis,,ODP-0255,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,0,AEP,EAU POTABLE,5,AEP,SOUT,-61.17749932058234,14.771613979598781,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1167ZZ0042,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000276785,Rivière La Manche - EARL RIVIERE LA MANCHE,,ODP-0104,OEMAR,972,97207,DUCOS,97207,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929007264208,1.3136318625508238E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2808,,28080350,,non,,,,,,,
2022,OPR0000276809,Rivière du Cabet Aqualand,,ODP-0109,OEMAR,972,97204,CARBET,97204,,31/12/2021,30/12/2022,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",7,LOISIRS,CONT,-67.48929182736802,1.3273159558110825E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2322,,23221600,,non,,,,,,,
2022,OPR0000276750,Rivière Poquet (prise basse Etan / Eyma),,ODP-0005,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929145919853,1.33847011992915E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2106,,21060400,,non,,,,,,,
2022,OPR0000276796,Rivière Longvilliers Pont 1,,ODP-0095,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",4B,Industrie hors agro-alim,CONT,-67.4892903996901,1.319086054785453E-4,1,MES,0,Non qualifié,1,Correcte,31/12/1899,,F,,2402,,24020520,,non,,,,,,,
2022,OPR0000276748,Rivière Falaise bois neuf,,ODP-0352,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929139605553,1.33751370615731E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2117,,21170290,,non,,,,,,,
2022,OPR0000493764,Rivière Blanche - SIBAN Station GT,,ODP-0356,OEMAR,972,97224,SAINT-JOSEPH,97224,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929052525939,1.3235337759957534E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2514,,25141080,,non,,,,,,,
2022,OPR0000276790,Rivière Lézarde - SARL LITTLE Hangar,,ODP-B233,OEMAR,972,97224,SAINT-JOSEPH,97224,,31/12/2021,30/12/2022,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929035530733,1.3231690330233194E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2521,,25211480,,non,,,,,,,
2022,OPR0000276789,Rivière Lézarde - SARL LITTLE,,ODP-0233,OEMAR,972,97224,SAINT-JOSEPH,97224,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929039233485,1.3232558894792881E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2514,,25141080,,non,,,,,,,
2022,OPR0000276754,Parcelle CAFE 8,,ODP-B096,OEMAR,972,97228,SAINTE-MARIE,97228,,31/12/2021,30/12/2022,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929038907394,1.3318860727219733E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2212,,22121360,,non,,,,,,,
2022,OPR0000276766,Rivière Calave - Jardin château Gaillard,,ODP-0116,OEMAR,972,97218,MORNE-ROUGE,97218,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.4892916093869,1.3313941540947123E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2327,,23270130,,non,,,,,,,
2022,OPR0000276753,Parcelle 3 Mornes,,ODP-A096,OEMAR,972,97228,SAINTE-MARIE,97228,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929038907394,1.3318860727219733E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2212,,22121360,,non,,,,,,,
2022,OPR0000276767,Rivière Morne Rouge - Jardiniers du nord,,ODP-0025,OEMAR,972,97213,LAMENTIN,97213,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929128017986,1.3314620705479614E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2112,,21120552,,non,,,,,,,
2022,OPR0000276756,Parcelle Abricot 2,,ODP-B011,OEMAR,972,97228,SAINTE-MARIE,97228,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.4892904774812,1.3297818537698683E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2221,,22211740,,non,,,,,,,
2022,OPR0000276755,Parcelle Savane,,ODP-A011,OEMAR,972,97228,SAINTE-MARIE,97228,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.4892904774812,1.3297818537698683E-4,1,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2221,,22211740,,non,,,,,,,
2022,OPR0000276784,Rivière Roche - SCEA PREVILLE,,ODP-0071,OEMAR,972,97215,MACOUBA,97215,,31/12/2021,30/12/2022,0,IND,"INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",3,AGRICULTURE-ELEVAGE (hors irrigation),CONT,-67.48929161530896,1.3402672289129818E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2104,,21040210,,non,,,,,,,
2022,OPR0000276783,Rivière Trinité - EARL HORTICOLE,,ODP-0046,OEMAR,972,97230,TRINITE,97230,,31/12/2021,30/12/2022,0,IRR,IRRIGATION,2,IRRIGATION,CONT,-67.48929037976549,1.3296985149794874E-4,1,EST,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,,2221,,22211790,,non,,,,,,,
2022,OPR0000276731,Pécoul FR8,,ODP-0254,OEMAR,972,97225,SAINT-PIERRE,97225,,31/12/2021,30/12/2022,0,AEP,EAU POTABLE,5,AEP,SOUT,-61.17749932058234,14.771613979598781,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1167ZZ0066/FR8,,,,,non,,,,972AF07,Hyaloclastites du Morne Jacob,,
2022,OPR0000276723,Louison,,ODP-0263,OEMAR,972,97203,BASSE-POINTE,97203,,31/12/2021,30/12/2022,0,AEP,EAU POTABLE,5,AEP,SOUT,-61.11736704916713,14.840926344506983,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1168ZZ0049,,,,,non,,,,972AC05,Andésites de l'édifice initial du Mont Conil,,
2022,OPR0000276724,Marc Cécile,,ODP-0267,OEMAR,972,97201,AJOUPA-BOUILLON,97201,,31/12/2021,30/12/2022,0,AEP,EAU POTABLE,5,AEP,SOUT,-61.118605348598635,14.815980150865826,5,MES,1,Contrôlé Niveau 1,1,Correcte,31/12/1899,,P,1168ZZ0047,,,,,non,,,,972AF01,Formations des andésites,,
